area_sqft,bhk,bathrooms,age,parking,lift,location_rating,floor,furnished,latitude,longitude,price_lakhs
2830,1,1,5,0,0,1,19,1,21.258562196816296,73.07014990824466,185.2
2533,2,2,17,1,1,3,4,0,17.60237551773253,78.3925252993956,252.1
3916,3,3,5,0,1,4,8,0,26.97702115441774,75.78188694065108,273.4
3875,2,2,29,1,1,1,7,2,21.176242813231422,72.81144630015449,243.23
1145,2,1,5,1,1,3,8,2,28.884645552149696,77.3678071114959,284.49
2979,3,3,17,1,1,4,15,0,22.62553979389802,88.32463409831072,267.3
3016,2,2,8,1,0,1,8,0,19.281516230772567,73.14985220736757,532.59
3399,2,1,30,1,1,2,0,1,21.26235067296401,72.90320571679034,225.52
2394,4,3,18,0,0,4,18,1,22.841978347702216,88.49140768074896,282.37
3834,4,2,4,0,1,3,12,1,18.801900508568735,73.05745827194293,780.08
1367,3,3,7,1,1,3,17,2,27.094270627115556,76.06482581343653,176.82
3403,3,3,8,0,0,3,16,0,19.080985320053617,72.84001339211218,651.28
1775,2,1,10,1,1,3,7,1,13.203247169951023,77.53529539836418,300.57
1111,3,1,8,1,1,4,15,1,18.541972541712976,73.72371673124708,263.71
1967,3,3,33,1,1,1,8,1,28.48081485771665,77.3998933197061,369.79
822,3,1,9,0,0,4,9,0,23.165931343324203,72.43592109900379,167.62
1239,3,3,7,1,1,5,16,2,12.795096829270737,80.11610375644315,280.19
916,3,3,20,1,0,1,13,1,21.3438592926768,72.67298612872915,142.34
440,3,3,8,1,1,1,2,2,23.037139226570666,72.29994044690847,134.17
3204,3,1,29,0,1,5,0,1,18.239717635477085,73.63754442937561,392.25
3944,2,1,12,1,1,2,0,0,22.468593017952983,88.25490155397517,275.0
3339,2,1,27,0,0,2,8,0,19.22942487609117,73.00422108325196,548.6
2875,4,4,34,1,1,1,14,2,18.96421858284194,72.69442804895695,651.84
2034,3,2,8,1,1,5,2,0,13.330729047133618,80.37137184647437,311.81
2875,3,2,7,1,1,5,7,1,13.032436739567718,80.32675907236938,358.63
3774,2,2,7,0,0,4,12,1,18.637918476162532,73.86032820900685,382.38
2546,3,3,20,1,0,5,9,1,13.207140541005433,80.41685041583114,338.46
1358,2,1,16,1,0,2,2,1,18.517221514380626,73.91758069205149,223.95
1645,4,1,10,1,1,3,4,0,28.84286895642522,77.38915780034779,418.85
3662,3,3,15,1,1,5,14,1,23.05864384741474,72.58897526307699,296.52
2658,4,1,6,1,0,5,9,1,17.62827656362111,78.49951889430773,358.93
3324,4,2,23,1,0,2,9,0,22.792638190390406,72.80772275139687,280.59
571,1,1,16,1,0,3,10,1,27.029250899591553,75.91460593876552,98.18
2560,2,2,22,1,1,2,14,1,17.671608052922444,78.22133584444687,244.27
3418,4,3,33,1,1,4,12,1,22.412591464828814,88.17923727171795,324.49
3826,3,3,5,0,1,2,17,0,13.37397205975533,80.51192630377427,380.82
2843,3,3,32,1,1,1,16,0,19.30302645181736,72.89584914424483,555.26
1426,2,2,8,1,1,2,19,2,12.815904934834547,77.81140496717832,277.57
2113,4,4,11,0,0,3,8,2,13.114825083008522,77.49040732483941,421.99
3141,1,1,15,1,1,4,9,2,19.24348235407856,72.94034720621845,542.84
2931,3,3,14,1,1,4,19,1,22.5360796227706,88.4322930516056,282.37
389,3,3,4,1,1,3,13,1,12.95053509971352,77.4908475307383,278.55
818,4,4,25,0,1,3,18,1,28.7682000005869,77.08566598738811,351.16
2014,3,3,8,0,0,4,19,2,13.16034966393965,77.60503891447277,371.02
2883,2,1,13,1,1,4,13,0,28.910215442062842,76.9779767919253,434.96
3904,3,3,7,1,1,2,17,0,18.943361185182614,73.14647929175,704.85
3898,1,1,4,0,0,1,19,1,19.19490104665759,72.85735050888641,555.39
564,2,1,4,0,1,2,12,1,28.405097968289812,77.00633042686346,212.11
2694,2,1,26,0,1,4,5,0,19.210495369523798,72.62214310465114,521.21
1193,2,1,29,1,0,2,8,1,13.167899617380604,77.5478632887658,244.52
2305,3,1,33,1,0,3,6,2,28.570178568505327,77.00205181730921,419.97
1900,2,2,17,1,1,4,5,1,19.26900275862081,72.91656024921522,452.95
1563,2,1,25,0,1,3,16,1,28.750674872976294,77.24018316618863,309.92
569,4,4,19,1,1,5,4,1,23.289638617006084,72.6975572562677,191.96
3465,2,1,19,1,1,1,13,1,23.023805728254867,72.64641256399668,237.75
1298,2,2,17,1,1,3,5,1,22.65211723030516,88.57511886585988,161.9
3383,4,4,22,1,1,1,19,0,13.17234502435471,77.3934979856237,472.7
2895,2,1,24,1,0,2,3,0,12.823919874589807,77.84539483045796,349.92
2272,2,1,21,1,1,2,17,1,26.65006973652596,76.07480087825344,178.4
1001,3,3,2,1,1,4,1,1,21.218417491850122,73.03687558421349,171.24
2741,3,3,30,1,1,4,15,0,22.74004283910243,88.59183871151347,265.12
2056,3,1,26,1,1,1,11,0,22.296364388671435,88.64714761465633,209.52
3485,3,1,26,1,1,2,15,2,13.186869829919548,77.39108537568632,451.33
2154,4,3,4,1,1,4,17,0,26.789566799142996,75.69993052175612,240.88
3625,2,1,24,0,0,2,4,1,28.44160328082118,77.38084253576119,459.43
1061,3,3,20,1,1,2,6,0,21.20717248550592,72.77662744906215,152.77
2847,2,1,21,1,1,2,19,1,22.448941951857854,88.60630544877777,221.26
3887,3,1,22,0,1,5,8,2,28.80767442567962,77.10046199211381,578.37
931,4,4,26,0,1,3,9,2,28.446198469610664,77.09198570672591,358.4
2623,2,1,30,1,1,1,4,1,18.915774516093663,73.0972984579706,484.25
1788,3,2,26,1,0,5,18,1,17.180495419109942,78.66568843986478,277.04
2925,4,4,34,1,0,2,17,0,18.941461256819643,72.70008050853167,654.13
3141,4,1,31,1,1,1,14,2,21.280757630069797,73.03770595096037,258.77
3559,5,2,7,1,0,3,8,1,27.071242663552532,75.53590662162037,307.7
2746,2,2,6,1,1,3,5,0,22.375282184094917,88.50778025696597,226.95
2643,2,2,30,1,1,5,3,0,18.70921248049022,73.94412772599152,315.85
2709,3,3,31,0,0,3,9,0,28.549897012677263,77.14576908421846,467.4
2711,3,3,13,1,1,1,19,2,13.372552686931082,80.38534032478725,319.79
2777,2,2,10,1,1,1,10,1,27.155765143753612,75.9411200211747,199.26
974,3,1,22,1,1,5,7,2,26.677612360012983,75.72995062802129,162.54
1423,3,2,31,0,1,5,2,1,22.54024098565669,88.3811758920788,198.93
1912,3,3,31,1,0,4,5,1,22.294048125974133,88.2192611400541,222.8
937,3,1,11,1,1,1,13,0,18.461985932795745,73.83847964896148,219.23
1388,3,3,17,0,1,1,14,2,26.9640859835812,75.713249904331,168.09
2719,2,2,32,0,1,1,10,1,21.25955283527781,72.72685868911394,187.06
3003,2,1,7,1,1,1,3,2,20.90455509724991,72.63244308153406,207.19
3476,3,1,33,0,1,4,4,1,12.97211960799261,80.40255952900515,388.71
2253,2,2,20,0,1,5,0,2,13.17155707056781,80.25672979677918,281.18
2518,3,3,21,0,0,2,4,2,18.270683317937362,74.00057354903741,310.88
2476,2,1,20,1,1,5,8,2,28.474034904246455,76.8236705122724,433.62
2526,3,3,25,1,0,2,8,1,22.844743477333108,72.81960749174712,229.27
1898,4,2,19,1,1,4,0,1,28.81408388386425,76.93928694581393,470.06
3338,2,2,2,1,0,4,11,1,21.445601100970354,72.63618654630879,256.07
1634,2,2,16,1,1,5,18,2,12.822080374289547,77.48273734427691,329.66
746,3,3,3,1,0,3,13,0,18.22898784848302,73.59831368083927,227.05
1733,2,1,19,1,0,1,15,0,18.69341466517254,74.08723348408031,224.11
2802,3,3,16,1,1,4,9,1,23.09178797948974,72.6858045206617,257.62
1680,4,4,6,1,1,2,3,1,12.69498433319487,77.32309842133635,388.11
2003,3,1,21,1,1,3,16,0,23.312916045848866,72.84779251743258,212.99
1070,3,2,33,1,0,5,13,0,18.805199458063946,74.14897315361233,262.69
3148,3,2,23,1,0,5,0,0,21.039255846089386,72.58397915406461,254.1
1745,5,5,28,1,1,4,18,1,17.23579138117579,78.73280615314304,330.26
1095,2,2,6,0,0,5,8,2,18.304647352911623,74.01759470234221,238.55
976,3,2,17,0,1,4,12,1,12.762578995878176,77.78814456641078,313.71
3834,2,2,25,1,1,2,4,0,13.113920549787817,80.53825299485162,345.72
1428,4,1,29,1,0,4,7,2,23.15294347516169,72.8557728398137,215.96
2908,1,1,23,1,0,5,6,0,18.63391097724778,73.74141608757225,294.09
2767,2,2,30,1,1,1,9,0,19.361589456557784,72.79249558730211,496.61
1621,2,2,10,0,1,2,7,2,18.551311665360842,74.06373925287491,230.47
3624,2,2,10,1,1,5,16,1,21.236970729652498,72.61071704905652,257.17
851,2,2,27,0,1,5,8,1,23.201306834956785,72.83554160594392,141.44
2504,5,4,20,1,1,2,4,0,18.845914428494453,73.04206445710358,685.69
2886,3,3,33,1,1,2,18,0,22.353056733957185,88.46118939370243,245.24
1594,3,3,9,0,0,5,3,0,13.15367522532546,80.05256934862885,281.99
3553,2,2,28,0,1,3,12,1,22.43638160782536,88.16816057195555,263.93
492,2,2,28,0,1,4,3,0,18.78831350702751,73.04695851927386,304.98
2810,2,1,1,1,1,4,14,1,13.050423799254604,77.32021983447501,397.34
830,3,3,18,1,0,2,14,2,28.485812277066454,77.17547112469421,294.15
3289,3,1,33,1,1,2,1,0,12.774522260303085,77.8874443858207,423.99
2132,3,2,8,1,0,3,7,1,28.993313942049333,77.31920846414698,430.21
3802,2,1,24,1,1,1,19,1,22.757028157979867,72.67039211712022,247.61
1485,3,3,12,1,1,3,7,1,13.132631221279814,80.39360144574032,261.32
3178,3,2,8,1,1,3,3,2,28.585302092015006,77.25247290587241,505.77
3123,5,1,21,0,1,2,15,0,27.056218743293655,75.96659510035518,280.91
749,2,1,24,0,0,2,13,1,20.87676166771364,72.74240784709681,121.54
1021,3,3,31,1,0,5,7,1,18.31391542565386,74.15060038405602,261.2
2381,3,2,31,0,1,3,1,1,26.99731163362088,75.78997307535539,203.45
1400,2,2,33,0,1,5,0,1,19.319868279136426,72.57835178956775,413.44
3710,3,1,21,1,0,2,8,1,13.201634486564675,77.30170136083804,459.96
1959,3,3,21,1,1,3,17,0,26.689310699906727,75.93866898577652,189.16
1768,1,1,2,1,1,2,1,2,28.827846319710137,77.27938117530408,267.24
3924,5,3,21,1,1,4,14,1,18.239772505068782,73.98128377878224,512.46
307,2,2,6,1,0,5,8,0,22.456188989695956,88.194569648643,133.52
1353,3,1,5,1,1,4,6,2,28.597950885600355,76.9506630973413,383.63
972,3,3,3,0,0,2,6,2,13.11760314282154,80.1686565752002,215.18
1215,2,2,15,1,1,4,8,0,21.120072194940775,73.04856197100116,148.29
2677,4,1,2,1,1,4,6,0,19.240412783460215,72.92559058364611,681.35
3086,3,2,16,1,0,5,16,2,13.171719607442101,77.38554111603959,481.25
1400,2,2,28,1,1,1,19,1,19.346848348614362,72.91442019917272,352.17
2844,3,2,31,1,0,4,8,0,23.048686537388864,72.74633374325758,242.06
1792,3,2,29,1,0,5,8,0,17.606803879381506,78.54666027176408,268.7
2902,4,4,19,0,1,5,0,1,22.45226722773001,88.60580406251904,302.21
2682,2,2,33,1,0,1,14,1,12.691381147749208,77.3742216092658,349.52
300,3,3,30,1,1,5,9,2,12.682928418559186,77.5139370319229,279.29
1519,1,1,3,1,0,5,9,1,12.780746862929062,77.89040752165593,270.1
1686,4,4,14,1,1,4,17,2,17.520518826495884,78.75813028345668,292.8
847,2,1,5,0,1,1,16,0,17.5842529906085,78.34438710522758,155.55
2470,2,2,32,0,0,1,9,1,18.895196381102792,72.66136981412937,466.34
1760,2,1,11,0,1,4,9,0,23.10888768563225,72.64223179590644,182.07
3456,4,4,14,1,1,3,14,2,21.305721672583463,72.82426945061083,297.8
2755,4,4,32,1,1,1,16,1,27.110693392733605,75.9490513897723,237.34
3083,2,1,3,1,0,1,7,1,17.45951766047369,78.33576708625245,269.13
3210,2,2,18,1,1,4,14,1,13.015842395110159,77.34837466203213,423.39
397,3,3,17,1,1,4,18,1,26.64590656455471,75.85254301334317,151.2
477,3,2,32,1,1,1,5,2,17.658851773306637,78.70737033153347,161.75
2223,4,4,33,1,0,5,6,0,21.29629164097374,72.70770735326266,243.43
2818,4,2,32,1,0,2,8,1,19.156179462359667,72.68948759849914,647.71
1029,4,3,6,1,0,1,11,2,20.977188672535018,72.90485587638835,184.13
945,3,3,4,1,0,5,4,0,23.291665618880483,72.70463906438174,182.17
2735,3,3,5,1,0,1,3,2,17.30030546468748,78.51801462766505,282.61
3101,4,4,5,0,0,3,17,0,21.29719078758753,73.07956034674338,269.11
2803,4,4,5,0,0,1,6,1,28.47339763271031,77.24058831508594,477.01
3284,3,3,19,1,0,2,3,1,17.53811130589172,78.1980409328081,314.3
3976,1,1,7,1,1,4,17,1,21.377435139747273,72.55917242353945,244.73
2434,2,1,4,1,0,5,12,1,23.086353564143074,72.86279929667343,229.74
615,1,1,16,1,1,1,10,0,28.83503429376217,77.144056141753,152.47
1027,3,2,27,0,1,5,14,0,18.810435743431245,73.73104710094469,254.3
2076,1,1,30,0,0,1,16,2,28.547520024701598,76.98847362752944,276.7
2818,4,1,34,1,1,2,0,2,22.514586658812263,88.35965932049739,272.87
3640,3,1,17,1,0,1,4,1,12.920059789651788,80.39193693993725,374.05
580,4,4,12,1,1,1,3,0,28.905601823285178,77.34424935844604,299.34
1457,3,1,16,1,1,4,1,1,13.054683429585408,77.79089000250129,334.98
1359,1,1,23,1,0,2,4,1,21.211280209330255,72.58922146710596,113.59
1560,2,2,16,1,1,1,19,0,21.0630623421491,72.71602902411584,155.38
317,5,3,28,1,1,4,19,2,12.80531350572498,77.41101619101312,357.88
1808,4,4,23,0,1,5,15,0,23.246140989109882,72.78023982689919,246.56
3334,3,2,14,1,1,1,6,1,19.370309069270128,72.88253728830887,620.02
3733,3,3,29,1,0,3,13,1,19.350749652104238,72.83187110001913,685.3
1583,3,3,23,0,1,3,16,1,22.664857517103748,88.48317065924158,204.68
3488,1,1,10,1,1,5,9,2,19.349266946234252,72.57774071476173,595.31
3215,2,2,24,1,1,2,11,0,26.81747377117798,75.96499502430991,201.05
1862,2,1,24,1,0,1,19,1,19.282763889570425,73.15062681242682,411.37
2379,3,3,16,0,1,3,6,0,22.701831934730947,88.59454142660954,230.18
2352,1,1,30,0,1,4,16,1,27.02617371796015,75.48702887433659,170.49
2041,3,2,26,1,0,3,5,1,28.760157680968934,76.96928177743162,410.06
1744,5,2,12,1,1,5,18,2,23.102864524839305,72.64941819881075,288.3
2980,1,1,9,0,0,2,13,1,12.831657655445728,77.55844964022295,355.36
454,3,3,34,1,0,1,2,1,17.314378208976578,78.43554655091259,151.27
2375,2,2,20,1,1,5,4,2,28.905007602945172,77.3677262882921,414.04
3472,3,3,32,1,0,1,17,2,28.666862873788546,77.37803496545887,461.96
1731,3,3,21,0,1,4,8,0,17.588541688868258,78.47249895700077,251.63
2249,5,2,20,1,1,2,18,2,17.34249150273114,78.6235763743426,348.74
723,2,2,33,1,0,4,8,0,21.074268651824998,72.64501104294928,124.36
1279,3,1,29,1,0,4,1,2,21.143970220039837,72.96431035161557,187.79
3622,3,3,26,0,1,2,16,2,28.441395301430447,77.02924228835627,524.57
2639,2,1,10,0,0,5,0,0,22.556198854171313,88.61594988043632,232.04
1269,2,2,29,1,1,1,15,1,22.7033038489234,88.25084079358754,151.04
1481,2,2,32,1,1,5,9,1,22.830143694625832,88.32843347026447,183.71
2955,4,2,9,0,1,1,1,2,12.949514178846353,77.4163303531621,450.51
3535,2,2,32,1,1,1,18,1,26.794920795564465,76.00680273817514,216.6
805,2,2,3,1,1,2,10,1,13.025929470550219,77.71636576508409,225.02
2127,3,1,14,1,1,3,18,0,12.710297213754394,77.8723494743515,367.28
3986,2,1,23,1,0,3,12,1,13.219724305785878,77.63483015264181,472.12
3893,1,1,23,1,0,1,0,0,19.334445330968858,72.86415722715758,538.73
2924,3,1,11,0,1,5,9,2,26.87339901242098,75.59373398011178,249.77
3925,2,1,32,1,1,1,14,0,20.91909435370758,72.60658006578282,233.29
837,3,2,16,1,1,5,15,1,18.302679863226395,74.00142582972357,267.04
2778,4,4,15,1,0,3,13,2,27.068456712550315,75.58670937059406,252.31
1167,2,1,15,0,1,2,17,2,23.14845200885431,72.74316053660533,151.78
3694,2,1,30,1,1,5,4,1,17.114977178803105,78.36019122898777,328.63
1001,3,3,7,0,0,2,16,1,17.47547828503205,78.67491080211975,198.28
1317,4,4,10,1,0,4,11,1,23.058902081712155,72.52150043016083,219.35
1484,3,3,15,1,1,5,19,0,18.928955939612546,73.12594902465064,523.3
2487,3,3,17,0,1,3,5,1,19.21492920952314,72.80583259784413,578.98
2278,1,1,26,1,0,5,0,2,22.413161662708024,88.49636685942181,204.81
1514,1,1,32,1,1,5,10,1,12.682158450154594,77.83405808687786,254.49
2756,2,1,2,1,0,4,11,0,19.324685063605404,73.10406694777065,536.56
3981,3,1,13,0,1,3,15,2,18.741569753814332,73.61178398806747,416.62
2724,2,2,28,1,0,3,17,1,17.43619832513404,78.65463583254653,269.85
737,3,3,24,0,1,1,8,0,26.785065171342946,75.62757997853424,126.53
488,1,1,16,1,1,4,14,0,23.30404647321469,72.39988308521544,108.39
1356,4,1,13,1,1,3,18,0,22.309662693899515,88.15096846706987,220.65
1110,2,1,27,1,1,5,18,2,18.626455311527735,74.13632438096342,248.73
534,2,1,16,1,1,5,18,2,13.058396683712518,77.34897589069956,249.27
2232,3,2,13,1,1,2,9,0,26.7814815381965,75.5189112048803,198.28
2653,2,2,2,1,0,1,8,2,22.86418503884522,72.37723420098418,208.01
2920,5,3,15,0,1,3,14,2,13.136385260856912,80.13497546623813,423.19
851,3,3,12,1,0,5,7,2,27.010146574045226,75.67033066853394,173.25
1146,3,1,15,1,1,1,18,1,21.007152235222893,72.7894006137197,156.85
3225,2,2,11,0,1,1,13,2,13.3257546095119,80.37503115097519,314.64
2464,4,2,23,1,1,4,8,2,18.791410902375432,73.75119669605849,375.92
2846,4,4,26,0,0,2,9,1,12.89924310687903,80.34310375189641,357.68
2505,3,3,20,1,0,3,8,1,23.20189210910622,72.31309824485761,228.85
3263,2,2,15,1,1,3,17,1,18.66186378526796,73.75592253927552,344.44
1134,4,3,5,1,0,1,16,2,27.004909359665586,75.65511088076454,181.84
830,5,2,27,1,1,3,2,0,13.161142894263698,80.23194267398515,296.71
1680,4,4,6,1,1,5,5,0,18.270009596152512,73.81853919508828,357.92
2151,2,2,6,1,1,3,15,2,12.837221849107488,80.43612434733129,279.59
2041,2,2,24,0,1,2,14,1,22.380984608440478,88.3214541090166,193.42
902,5,2,6,0,1,1,7,2,22.768893863952478,72.45586351455397,213.5
1336,5,2,11,0,1,3,17,2,17.085305993409566,78.49001625310137,305.53
410,3,3,16,1,0,3,7,1,22.919376186142532,72.68615584507585,143.2
2051,4,3,34,1,1,3,6,2,22.869839119139684,88.07244398334927,246.71
1732,3,3,2,1,1,5,9,2,13.347005595712396,80.54326150747619,314.85
3590,2,2,16,0,0,5,9,1,13.262585514517522,77.60276767474265,463.36
3947,2,2,1,1,0,3,1,2,28.8464530071732,77.100089648324,523.24
3025,3,3,30,0,1,4,7,1,13.296548685259227,80.42230295551123,348.88
662,4,2,22,1,1,3,6,0,23.05788345927521,72.51773398483739,167.13
2693,4,1,5,0,1,3,4,2,22.733313162413886,88.29254422348936,274.5
2660,4,3,11,0,1,1,14,2,28.533226153023048,77.10944368607609,490.27
3330,4,3,6,0,0,2,5,1,18.573302481605097,73.57953110076801,408.85
1666,1,1,3,1,1,5,9,2,18.801562151457112,74.02251773898634,253.87
3223,2,2,30,0,0,5,2,2,17.201013411506036,78.72753652494119,307.51
3004,5,4,26,1,1,4,12,2,21.375176408740277,73.09847476316503,300.6
1867,2,2,14,1,1,5,5,2,18.408341531900323,73.97674296674253,284.04
448,4,4,31,1,1,4,15,1,27.05818259933583,75.60878285621465,172.0
316,3,3,23,0,0,3,16,1,12.940351407911766,77.35151638390899,240.51
3175,3,3,32,1,1,5,3,0,26.668717258400296,75.77075207011707,245.11
2835,3,2,6,1,1,4,9,1,13.139315558979316,80.41915143602708,362.54
1460,3,3,26,1,0,5,13,0,18.661374490130505,73.58173205590364,290.79
3183,3,1,26,1,1,2,9,2,13.31554802915374,80.12568538974308,348.85
3674,3,1,15,0,0,2,15,1,27.077015033377695,75.87799129669044,255.66
2883,1,1,33,0,0,1,11,0,22.600145411559136,88.52118918034753,186.99
860,4,4,1,1,0,1,3,1,13.142909179926049,80.53074136802627,243.39
3822,2,1,18,1,1,3,17,0,18.749911347220397,73.98089006276975,379.51
553,2,2,20,0,1,3,0,1,21.425365669014163,73.11254756052665,113.13
2404,3,3,15,1,1,5,1,1,17.217550660305537,78.58911949978896,300.68
1727,2,1,31,1,1,3,9,1,26.80413802458111,75.74766757073193,162.49
2596,3,2,25,1,0,5,2,1,13.130722456819077,80.16001724927773,333.62
3327,2,1,1,1,1,1,10,2,22.954887849992474,72.59347943933939,241.04
2100,2,2,19,0,0,5,18,2,26.965837295279528,75.95942945524949,197.34
3008,3,3,29,0,1,5,3,2,12.837736388139163,77.71974751632695,468.36
815,4,4,20,1,0,3,10,1,22.319110635727093,88.26997152820184,202.2
1720,2,2,2,0,0,2,11,1,28.845008285076478,76.85879262823619,321.31
1303,2,1,22,0,0,4,0,0,18.37122811580324,74.02692794569957,211.31
2361,2,2,31,1,1,1,16,1,18.223771327521153,73.64128598802823,263.33
1981,2,2,6,1,0,5,7,2,28.525418136193075,77.22478389166443,387.59
1880,3,1,4,1,1,2,7,1,18.6332134905587,73.64009385302127,298.2
1083,5,4,19,1,1,3,8,1,21.248249617051474,72.57221081173164,218.87
1926,2,2,29,1,1,1,13,1,23.1794287767218,72.63638524575276,161.56
2856,3,1,23,0,1,2,1,2,13.091035441275407,80.40863982397907,326.3
463,1,1,11,1,1,2,14,1,28.55663328496983,77.2531338749852,165.95
3662,2,2,11,1,1,4,16,0,22.402100530615794,88.58190028874589,281.21
1455,3,3,7,1,0,1,1,0,18.430193123263734,73.61104643052798,236.45
807,3,3,23,0,1,5,4,2,28.60609740198914,76.95642123792695,344.11
3485,3,3,15,0,1,5,8,0,12.863770693550853,77.53102017936605,500.21
1794,1,1,19,1,0,4,11,2,21.15985615898861,73.09767750450632,165.32
3230,4,4,22,1,0,4,8,2,12.945984678446505,80.41445228077518,404.72
1514,2,2,28,1,1,4,11,1,13.094503887900634,80.2263866250725,237.28
3964,1,1,17,1,0,3,7,2,17.215772912796073,78.74240409635752,305.87
2387,3,2,33,0,0,5,18,0,20.95537854727879,72.53214942370741,228.35
345,3,2,24,0,1,1,7,0,22.795041946532816,72.42040289423083,113.32
3855,2,1,32,1,1,4,18,0,18.559201409825842,73.5863600509428,383.64
3463,2,2,17,1,1,2,14,2,27.18878064163744,76.00787416673282,236.05
3082,2,2,10,1,0,4,19,2,18.824511219823773,72.69493982602611,604.25
1800,2,1,24,1,0,3,19,0,22.562655117235163,88.1427510972408,179.04
933,3,3,16,0,0,5,14,2,21.176654120693854,72.56594607166289,186.91
2588,1,1,20,1,1,1,16,1,17.668493453111733,78.75490359723847,215.74
3614,3,2,5,1,1,3,11,0,19.118553291080225,73.08331123492118,689.99
3961,2,2,11,0,0,4,18,2,21.271161428336505,72.7866030476498,276.29
855,2,2,32,1,0,4,5,0,18.860169385159807,72.67281370747725,347.51
3809,3,3,26,1,1,5,9,1,22.800749300757953,72.3864011486127,304.48
998,3,3,26,1,1,1,1,2,19.349419735351322,72.82445769400765,378.29
1917,1,1,11,1,1,3,0,1,12.922922949990141,80.15954916947338,222.73
2855,2,2,6,1,0,5,3,0,22.359959048137714,88.45664267018633,253.11
1120,4,1,18,0,0,2,13,0,19.372178085155223,72.68703030009624,471.2
3980,3,1,8,0,0,4,14,1,19.371355522259876,72.96506277328956,755.32
2421,4,2,5,0,1,5,7,2,22.815795100111288,72.56481994789112,275.95
2521,1,1,7,1,1,5,17,0,17.29015578274684,78.73253435772978,250.73
2606,4,4,32,1,1,1,9,2,19.31142626875598,72.60788002310558,621.24
1029,2,1,5,1,1,3,9,1,18.97218603292513,72.93510984879764,358.17
2078,1,1,25,1,0,3,10,0,17.574692234329518,78.6481777055543,205.01
3067,2,1,25,1,0,3,8,1,13.090691905851786,77.78472509431107,397.96
3386,2,2,11,0,0,1,16,0,20.912170652384333,73.05277751564935,213.91
1687,3,3,12,1,1,2,15,0,12.980423309527525,77.61461369174015,324.7
2779,4,4,32,1,0,1,11,2,19.039508567899652,72.62484308041475,637.29
495,2,2,17,1,0,5,11,0,17.402859591231504,78.5090150071336,176.47
3113,3,2,30,1,1,3,1,1,17.384347723973747,78.31387570563213,318.27
3870,3,3,19,0,1,1,2,1,28.74691571942242,77.11672401362237,521.43
724,4,2,4,0,1,1,5,2,20.935408846720705,72.67385230922675,178.39
3927,5,1,13,1,1,4,2,1,22.54218688279388,88.46856109831118,369.28
3553,2,1,16,1,0,1,0,0,22.450447582005783,88.12904953551602,233.06
2984,2,2,33,1,1,3,4,0,28.748493999858933,77.38955875881993,427.92
3853,2,2,18,1,1,2,12,2,19.038616422934826,72.94790112979977,634.32
2444,5,5,3,0,0,4,13,2,18.54748985293139,73.7337161781292,411.37
1637,4,3,5,0,1,1,19,1,28.817646785728694,76.96175221120062,399.37
3434,2,2,20,1,0,5,0,0,26.75037186155216,76.02170624749704,233.57
2177,4,4,2,1,1,2,13,1,18.599461349764173,73.87951452243351,346.19
427,3,3,3,0,0,4,4,0,22.386998632209483,88.14801695035614,155.2
2466,5,5,31,1,0,5,1,2,22.831775483208347,72.54723999628204,294.38
926,2,1,14,1,1,1,0,0,19.310581181538595,72.8383946784439,301.56
2950,2,2,32,1,1,2,19,1,18.392043813663577,73.84211677507476,316.86
3159,1,1,9,1,1,4,9,0,22.888894237410927,72.30206325590298,212.61
1160,2,1,2,1,1,2,8,2,12.794801368556367,77.80932654575523,252.57
536,4,4,32,0,0,5,14,1,19.359566500940456,73.00429898788218,451.86
2864,3,1,14,1,0,4,8,0,18.713268543815918,73.60431521166429,360.39
995,3,2,26,1,1,5,8,2,22.516564921930733,88.55590511013885,188.84
2190,2,2,7,1,1,1,9,2,22.68944705371665,88.25773611668501,197.4
2678,1,1,30,1,0,3,1,1,22.820557203705622,88.08061977968083,188.08
2050,4,2,3,1,0,5,7,1,18.623736282393573,73.69816152765348,378.24
1574,3,3,19,1,0,2,14,2,21.36255751509208,72.92121384119152,189.82
462,2,2,32,0,0,5,13,2,18.795677676993556,74.01775311255011,199.04
788,1,1,33,1,0,2,8,0,17.314997265235792,78.22834730795672,132.06
985,3,1,16,1,0,1,1,0,21.33083617081555,72.76226335030876,143.72
3026,3,3,9,1,0,3,12,1,22.911698661627874,72.79064978728097,266.7
584,2,2,16,1,0,3,13,0,18.724067898520268,74.05314388726357,182.75
3442,2,2,14,1,1,2,17,0,28.643520310470965,76.91407125335392,455.63
852,2,2,32,1,1,3,17,2,20.90648615688829,72.89437460170342,131.73
3571,2,2,3,0,0,4,11,1,26.81650511304684,75.92252460609717,246.48
2847,2,1,19,0,1,2,7,0,22.632016441607476,88.28859200144224,226.96
3202,2,2,10,1,0,3,16,1,21.264168043526812,72.87792399917882,231.73
1539,3,3,21,1,1,4,8,0,18.973891783207346,72.5914670049574,482.65
1822,3,2,4,1,1,2,1,0,18.279860820310482,74.04633585145585,276.74
891,3,3,33,1,1,4,6,0,17.250113443456527,78.66567418360374,203.69
3218,2,1,32,1,1,1,4,2,17.616494574627975,78.6599964373727,260.92
1889,3,3,12,1,1,1,4,2,17.340994824507707,78.4549490662573,241.25
768,2,1,9,1,0,2,12,0,13.275164576345848,80.15494163055796,173.04
1216,1,1,27,1,1,1,1,0,28.769733565151856,77.16704532252804,200.33
392,4,3,30,1,1,1,6,0,13.239250046277917,80.36306261897491,211.39
